37.37826548269235, -122.03286051750183

37.37822711741257, -122.03242599964142

37.378222854602484, -122.03228116035461

37.37808644455209, -122.0322597026825

37.37802250225555, -122.03228652477264

37.37821432898159, -122.03202903270721

37.37818875211315, -122.03185200691223

37.378171700862666, -122.03170716762543

37.37812907271946, -122.0314872264862

37.37805660482048, -122.03133702278137

37.377975611203425, -122.03115463256836

37.37790740598438, -122.03101515769958

37.37782641220624, -122.03106343746185

37.37769852711526, -122.03107416629791

37.377570641806216, -122.03112781047821

37.377545064718234, -122.03143358230591

37.37764311017478, -122.03176617622375

37.37771557847332, -122.03191101551056

37.37791166881241, -122.03208804130554

37.37802250225555, -122.03245282173157

37.37804807918071, -122.0327478647232

37.37811628427181, -122.03296780586243

37.378316636368204, -122.0329624414444

37.378274008307415, -122.03253328800201

37.37819301492517, -122.03162670135498

37.37760048173116, -122.03102052211761

37.377297819084774, -122.03116536140442

37.37758343034694, -122.03163206577301

37.37771557847332, -122.03198611736298

37.377975611203425, -122.03229188919067

37.37806086764, -122.03259766101837

37.37808644455209, -122.03288733959198
