37.42651346058034, -122.07188129425049

37.427169507550566, -122.07164525985718

37.42768922899132, -122.07197785377502

37.42798742818904, -122.07242846488953

37.428294146124614, -122.0726752281189

37.42831118597309, -122.07561492919922

37.428260066416065, -122.07668781280518

37.42807262774162, -122.07787871360779

37.42935060939523, -122.07785725593567

37.429674361283936, -122.07704186439514

37.429648801975226, -122.07550764083862

37.42965732174576, -122.07459568977356

37.42963176243122, -122.07335114479065

37.429665841515344, -122.07235336303711

37.42958916355424, -122.07147359848022

37.42965732174576, -122.07034707069397

37.42944432719122, -122.06961750984192

37.42888201865537, -122.0695424079895

37.42851566385216, -122.06957459449768

37.42825154648651, -122.07022905349731

37.42824302655597, -122.07109808921814

37.4282771062723, -122.0721173286438
